flight_no;amount;fare_conditions;seat_no;additional_money
PG0134;38300;Economy;13A;false
PG0134;38300;Economy;13B;false
PG0134;38300;Economy;13C;false
PG0134;38300;Economy;13D;false
PG0134;38300;Economy;13E;false
PG0134;38300;Economy;13F;false
PG0134;38300;Economy;14A;false
PG0134;38300;Economy;14B;false
PG0134;38300;Economy;14C;false
PG0134;38300;Economy;14D;false
PG0134;38300;Economy;14E;false
PG0134;38300;Economy;14F;false
PG0134;38300;Economy;15A;false
PG0134;38300;Economy;15B;false
PG0134;38300;Economy;15C;false
PG0134;38300;Economy;15D;false
PG0134;38300;Economy;15E;false
PG0134;38300;Economy;15F;false
PG0134;38300;Economy;16A;false
PG0134;38300;Economy;16B;false
PG0134;38300;Economy;16C;false
PG0134;38300;Economy;16D;false
PG0134;38300;Economy;16E;false
PG0134;38300;Economy;16F;false
PG0134;38300;Economy;17A;false
PG0134;38300;Economy;17B;false
PG0134;38300;Economy;17C;false
PG0134;38300;Economy;17D;false
PG0134;38300;Economy;17E;false
PG0134;38300;Economy;17F;false
PG0134;38300;Economy;18A;false
PG0134;38300;Economy;18B;false
PG0134;38300;Economy;18C;false
PG0134;38300;Economy;18D;false
PG0134;38300;Economy;18E;false
PG0134;38300;Economy;18F;false
PG0134;38300;Economy;19A;false
PG0134;38300;Economy;19B;false
PG0134;38300;Economy;19C;false
PG0134;38300;Economy;19D;false
PG0134;38300;Economy;19E;false
PG0134;38300;Economy;19F;false
PG0134;38300;Economy;20A;false
PG0134;38300;Economy;20B;false
PG0134;38300;Economy;20C;false
PG0134;38300;Economy;20D;false
PG0134;38300;Economy;20E;false
PG0134;38300;Economy;20F;false
PG0134;38300;Economy;21A;false
PG0134;38300;Economy;21B;false
PG0134;38300;Economy;21C;false
PG0134;38300;Economy;21D;false
PG0134;38300;Economy;21E;false
PG0134;38300;Economy;21F;false
PG0134;38300;Economy;6A;false
PG0134;38300;Economy;6B;false
PG0134;38300;Economy;6C;false
PG0134;38300;Economy;6D;false
PG0134;38300;Economy;6E;false
PG0134;38300;Economy;6F;false
PG0134;38300;Economy;7A;false
PG0134;38300;Economy;7B;false
PG0134;38300;Economy;7C;false
PG0134;38300;Economy;7D;false
PG0134;38300;Economy;7E;false
PG0134;38300;Economy;7F;false
PG0134;38300;Economy;8A;false
PG0134;42200;Economy;8B;true
PG0134;42200;Economy;8C;true
PG0134;42200;Economy;8D;true
PG0134;42200;Economy;8E;true
PG0134;38300;Economy;8F;false
PG0134;38300;Economy;9A;false
PG0134;38300;Economy;9B;false
PG0134;38300;Economy;9C;false
PG0134;38300;Economy;9D;false
PG0134;38300;Economy;9E;false
PG0134;38300;Economy;9F;false
PG0135;115000;Business;1A;false
PG0135;115000;Business;1C;false
PG0135;115000;Business;1D;false
PG0135;115000;Business;1F;false
PG0135;115000;Business;2A;false
PG0135;115000;Business;2C;false
PG0135;115000;Business;2D;false
PG0135;115000;Business;2F;false
PG0135;115000;Business;3A;false
PG0135;115000;Business;3C;false
PG0135;115000;Business;3D;false
PG0135;115000;Business;3F;false
PG0135;115000;Business;4A;false
PG0135;115000;Business;4C;false
PG0135;115000;Business;4D;false
PG0135;115000;Business;4F;false
PG0135;115000;Business;5A;false
PG0135;115000;Business;5C;false
PG0135;115000;Business;5D;false
PG0135;115000;Business;5F;false
PG0135;38300;Economy;10A;false
PG0135;38300;Economy;10B;false
PG0135;38300;Economy;10C;false
PG0135;38300;Economy;10D;false
PG0135;38300;Economy;10E;false
PG0135;38300;Economy;10F;false
PG0135;38300;Economy;11A;false
PG0135;38300;Economy;11B;false
PG0135;38300;Economy;11C;false
PG0135;38300;Economy;11D;false
PG0135;38300;Economy;11E;false
PG0135;38300;Economy;11F;false
PG0135;38300;Economy;12A;false
PG0135;38300;Economy;12B;false
PG0135;38300;Economy;12C;false
PG0135;38300;Economy;12D;false
PG0135;38300;Economy;12E;false
PG0135;38300;Economy;12F;false
PG0135;38300;Economy;13A;false
PG0135;38300;Economy;13B;false
PG0135;38300;Economy;13C;false
PG0135;38300;Economy;13D;false
PG0135;38300;Economy;13E;false
PG0135;38300;Economy;13F;false
PG0135;38300;Economy;14A;false
PG0135;38300;Economy;14B;false
PG0135;38300;Economy;14C;false
PG0135;38300;Economy;14D;false
PG0135;38300;Economy;14E;false
PG0135;38300;Economy;14F;false
PG0135;38300;Economy;15A;false
PG0135;38300;Economy;15B;false
PG0135;38300;Economy;15C;false
PG0135;38300;Economy;15D;false
PG0135;38300;Economy;15E;false
PG0135;38300;Economy;15F;false
PG0135;38300;Economy;16A;false
PG0135;38300;Economy;16B;false
PG0135;38300;Economy;16C;false
PG0135;38300;Economy;16D;false
PG0135;38300;Economy;16E;false
PG0135;38300;Economy;16F;false
PG0135;38300;Economy;17A;false
PG0135;38300;Economy;17B;false
PG0135;38300;Economy;17C;false
PG0135;38300;Economy;17D;false
PG0135;38300;Economy;17E;false
PG0135;38300;Economy;17F;false
PG0135;38300;Economy;18A;false
PG0135;38300;Economy;18B;false
PG0135;38300;Economy;18C;false
PG0135;38300;Economy;18D;false
PG0135;38300;Economy;18E;false
PG0135;38300;Economy;18F;false
PG0135;38300;Economy;19A;false
PG0135;38300;Economy;19B;false
PG0135;38300;Economy;19C;false
PG0135;38300;Economy;19D;false
PG0135;38300;Economy;19E;false
PG0135;38300;Economy;19F;false
PG0135;38300;Economy;20A;false
PG0135;38300;Economy;20B;false
PG0135;38300;Economy;20C;false
PG0135;38300;Economy;20D;false
PG0135;38300;Economy;20E;false
PG0135;38300;Economy;20F;false
PG0135;38300;Economy;21A;false
PG0135;38300;Economy;21B;false
PG0135;38300;Economy;21C;false
PG0135;38300;Economy;21D;false
PG0135;38300;Economy;21E;false
PG0135;38300;Economy;21F;false
PG0135;38300;Economy;6A;false
PG0135;38300;Economy;6B;false
PG0135;38300;Economy;6C;false
PG0135;38300;Economy;6D;false
PG0135;38300;Economy;6E;false
PG0135;38300;Economy;6F;false
PG0135;38300;Economy;7A;false
PG0135;38300;Economy;7B;false
PG0135;38300;Economy;7C;false
PG0135;38300;Economy;7D;false
PG0135;38300;Economy;7E;false
PG0135;38300;Economy;7F;false
PG0135;38300;Economy;8A;false
PG0135;42200;Economy;8B;true
PG0135;42200;Economy;8C;true
PG0135;42200;Economy;8D;true
PG0135;42200;Economy;8E;true
PG0135;38300;Economy;8F;false
PG0135;38300;Economy;9A;false
PG0135;38300;Economy;9B;false
PG0135;38300;Economy;9C;false
PG0135;38300;Economy;9D;false
PG0135;38300;Economy;9E;false
PG0135;38300;Economy;9F;false
PG0136;13900;Economy;18A;false
PG0136;13900;Economy;18B;false
PG0136;13900;Economy;18C;false
PG0136;13900;Economy;18D;false
PG0136;13900;Economy;19A;false
PG0136;13900;Economy;19B;false
PG0136;13900;Economy;19C;false
PG0136;13900;Economy;19D;false
PG0136;15200;Economy;1A;true
PG0136;15200;Economy;1B;true
PG0136;15200;Economy;1C;true
PG0136;15200;Economy;1D;true
PG0136;13900;Economy;20A;false
PG0136;13900;Economy;20B;false
PG0136;13900;Economy;20C;false
PG0136;13900;Economy;20D;false
PG0136;13900;Economy;21A;false
PG0136;13900;Economy;21B;false
PG0136;13900;Economy;21C;false
PG0136;13900;Economy;21D;false
PG0136;13900;Economy;22A;false
PG0136;13900;Economy;22B;false
PG0136;13900;Economy;22C;false
PG0136;13900;Economy;22D;false
PG0136;13900;Economy;23A;false
PG0136;13900;Economy;23B;false
PG0136;13900;Economy;2A;false
PG0136;13900;Economy;2B;false
PG0136;13900;Economy;2C;false
PG0136;13900;Economy;2D;false
PG0136;13900;Economy;3A;false
PG0136;13900;Economy;3B;false
PG0136;13900;Economy;3C;false
PG0136;13900;Economy;3D;false
PG0136;13900;Economy;4A;false
PG0136;13900;Economy;4B;false
PG0136;13900;Economy;4C;false
PG0136;13900;Economy;4D;false
PG0136;13900;Economy;5A;false
PG0136;13900;Economy;5B;false
PG0136;13900;Economy;5C;false
PG0136;13900;Economy;5D;false
PG0136;13900;Economy;6A;false
PG0136;13900;Economy;6B;false
PG0136;13900;Economy;6C;false
PG0136;13900;Economy;6D;false
PG0136;13900;Economy;7A;false
PG0136;13900;Economy;7B;false
PG0136;13900;Economy;7C;false
PG0136;13900;Economy;7D;false
PG0137;13900;Economy;18A;false
PG0137;13900;Economy;18B;false
PG0137;13900;Economy;18C;false
PG0137;13900;Economy;18D;false
PG0137;13900;Economy;19A;false
PG0137;13900;Economy;19B;false
PG0137;13900;Economy;19C;false
PG0137;13900;Economy;19D;false
PG0137;15200;Economy;1A;true
PG0137;15200;Economy;1B;true
PG0137;15200;Economy;1C;true
PG0137;15200;Economy;1D;true
PG0137;13900;Economy;20A;false
PG0137;13900;Economy;20B;false
PG0137;13900;Economy;20C;false
PG0137;13900;Economy;20D;false
PG0137;13900;Economy;21A;false
PG0137;13900;Economy;21B;false
PG0137;13900;Economy;21C;false
PG0137;13900;Economy;21D;false
PG0137;13900;Economy;22A;false
PG0137;13900;Economy;22B;false
PG0137;13900;Economy;22C;false
PG0137;13900;Economy;22D;false
PG0137;13900;Economy;23A;false
PG0137;13900;Economy;23B;false
PG0137;13900;Economy;2A;false
PG0137;13900;Economy;2B;false
PG0137;13900;Economy;2C;false
PG0137;13900;Economy;2D;false
PG0137;13900;Economy;3A;false
PG0137;13900;Economy;3B;false
PG0137;13900;Economy;3C;false
PG0137;13900;Economy;3D;false
PG0137;13900;Economy;4A;false
PG0137;13900;Economy;4B;false
PG0137;13900;Economy;4C;false
PG0137;13900;Economy;4D;false
PG0137;13900;Economy;5A;false
PG0137;13900;Economy;5B;false
PG0137;13900;Economy;5C;false
PG0137;13900;Economy;5D;false
PG0137;13900;Economy;6A;false
PG0137;13900;Economy;6B;false
PG0137;13900;Economy;6C;false
PG0137;13900;Economy;6D;false
PG0137;13900;Economy;7A;false
PG0137;13900;Economy;7B;false
PG0137;13900;Economy;7C;false
PG0137;13900;Economy;7D;false
PG0138;7500;Economy;18A;false
PG0138;7500;Economy;18B;false
PG0138;7500;Economy;18C;false
PG0138;7500;Economy;18D;false
PG0138;7500;Economy;19A;false
PG0138;7500;Economy;19B;false
PG0138;7500;Economy;19C;false
PG0138;7500;Economy;19D;false
PG0138;8200;Economy;1A;true
PG0138;8200;Economy;1B;true
PG0138;8200;Economy;1C;true
PG0138;8200;Economy;1D;true
PG0138;7500;Economy;20A;false
PG0138;7500;Economy;20B;false
PG0138;7500;Economy;20C;false
PG0138;7500;Economy;20D;false
PG0138;7500;Economy;21A;false
PG0138;7500;Economy;21B;false
PG0138;7500;Economy;21C;false
PG0138;7500;Economy;21D;false
PG0138;7500;Economy;22A;false
PG0138;7500;Economy;22B;false
PG0138;7500;Economy;22C;false
PG0138;7500;Economy;22D;false
PG0138;7500;Economy;23A;false
PG0138;7500;Economy;23B;false
PG0138;7500;Economy;2A;false
PG0138;7500;Economy;2B;false
PG0138;7500;Economy;2C;false
PG0138;7500;Economy;2D;false
PG0138;7500;Economy;3A;false
PG0138;7500;Economy;3B;false
PG0138;7500;Economy;3C;false
PG0138;7500;Economy;3D;false
PG0138;7500;Economy;4A;false
PG0138;7500;Economy;4B;false
PG0138;7500;Economy;4C;false
PG0138;7500;Economy;4D;false
PG0138;7500;Economy;5A;false
PG0138;7500;Economy;5B;false
PG0138;7500;Economy;5C;false
PG0138;7500;Economy;5D;false
PG0138;7500;Economy;6A;false
PG0138;7500;Economy;6B;false
PG0138;7500;Economy;6C;false
PG0138;7500;Economy;6D;false
PG0138;7500;Economy;7A;false
PG0138;7500;Economy;7B;false
PG0138;7500;Economy;7C;false
PG0138;7500;Economy;7D;false
PG0139;7500;Economy;18A;false
PG0139;7500;Economy;18B;false
PG0139;7500;Economy;18C;false
PG0139;7500;Economy;18D;false
PG0139;7500;Economy;19A;false
PG0139;7500;Economy;19B;false
PG0139;7500;Economy;19C;false
PG0139;7500;Economy;19D;false
PG0139;8200;Economy;1A;true
PG0139;8200;Economy;1B;true
PG0139;8200;Economy;1C;true
PG0139;8200;Economy;1D;true
PG0139;7500;Economy;20A;false
PG0139;7500;Economy;20B;false
PG0139;7500;Economy;20C;false
PG0139;7500;Economy;20D;false
PG0139;7500;Economy;21A;false
PG0139;7500;Economy;21B;false
PG0139;7500;Economy;21C;false
PG0139;7500;Economy;21D;false
PG0139;7500;Economy;22A;false
PG0139;7500;Economy;22B;false
PG0139;7500;Economy;22C;false
PG0139;7500;Economy;22D;false
PG0139;7500;Economy;23A;false
PG0139;7500;Economy;23B;false
PG0139;7500;Economy;2A;false
PG0139;7500;Economy;2B;false
PG0139;7500;Economy;2C;false
PG0139;7500;Economy;2D;false
PG0139;7500;Economy;3A;false
PG0139;7500;Economy;3B;false
PG0139;7500;Economy;3C;false
PG0139;7500;Economy;3D;false
PG0139;7500;Economy;4A;false
PG0139;7500;Economy;4B;false
PG0139;7500;Economy;4C;false
PG0139;7500;Economy;4D;false
PG0139;7500;Economy;5A;false
PG0139;7500;Economy;5B;false
PG0139;7500;Economy;5C;false
PG0139;7500;Economy;5D;false
PG0139;7500;Economy;6A;false
PG0139;7500;Economy;6B;false
PG0139;7500;Economy;6C;false
PG0139;7500;Economy;6D;false
PG0139;7500;Economy;7A;false
PG0139;7500;Economy;7B;false
PG0139;7500;Economy;7C;false
PG0139;7500;Economy;7D;false
PG0140;144300;Business;1B;false
PG0140;144300;Business;2B;false
PG0140;144300;Business;2C;false
PG0140;144300;Business;2F;false
PG0140;144300;Business;2H;false
PG0140;144300;Business;3H;false
PG0140;144300;Business;4A;false
PG0140;144300;Business;4B;false
PG0140;144300;Business;4C;false
PG0140;144300;Business;4F;false
PG0140;144300;Business;4H;false
PG0140;144300;Business;5A;false
PG0140;144300;Business;5B;false
PG0140;144300;Business;5C;false
PG0140;144300;Business;5F;false
PG0140;144300;Business;5G;false
PG0140;144300;Business;5H;false
PG0140;48100;Economy;11B;false
PG0140;48100;Economy;11D;false
PG0140;48100;Economy;11E;false
PG0140;48100;Economy;11G;false
PG0140;48100;Economy;11H;false
PG0140;48100;Economy;12A;false
PG0140;48100;Economy;12D;false
PG0140;48100;Economy;12G;false
PG0140;48100;Economy;13A;false
PG0140;48100;Economy;13D;false
PG0140;48100;Economy;13E;false
PG0140;48100;Economy;13F;false
PG0140;48100;Economy;13H;false
PG0140;48100;Economy;14B;false
PG0140;48100;Economy;14D;false
PG0140;48100;Economy;14E;false
PG0140;48100;Economy;14H;false
PG0140;48100;Economy;15A;false
PG0140;48100;Economy;15B;false
PG0140;48100;Economy;15D;false
PG0140;48100;Economy;15F;false
PG0140;48100;Economy;15G;false
PG0140;48100;Economy;15H;false
PG0140;48100;Economy;16A;false
PG0140;48100;Economy;16B;false
PG0140;48100;Economy;16D;false
PG0140;48100;Economy;16F;false
PG0140;48100;Economy;17E;false
PG0140;48100;Economy;17F;false
PG0140;48100;Economy;18A;false
PG0140;48100;Economy;18E;false
PG0140;48100;Economy;18G;false
PG0140;48100;Economy;19D;false
PG0140;48100;Economy;19H;false
PG0140;48100;Economy;20A;false
PG0140;48100;Economy;20B;false
PG0140;48100;Economy;20E;false
PG0140;48100;Economy;20G;false
PG0140;48100;Economy;20H;false
PG0140;48100;Economy;21D;false
PG0140;48100;Economy;21F;false
PG0140;48100;Economy;21G;false
PG0140;48100;Economy;21H;false
PG0140;48100;Economy;22A;false
PG0140;48100;Economy;22B;false
PG0140;48100;Economy;22D;false
PG0140;48100;Economy;22G;false
PG0140;48100;Economy;22H;false
PG0140;48100;Economy;23B;false
PG0140;48100;Economy;24A;false
PG0140;48100;Economy;24B;false
PG0140;48100;Economy;24E;false
PG0140;48100;Economy;24G;false
PG0140;48100;Economy;24H;false
PG0140;48100;Economy;25E;false
PG0140;48100;Economy;25F;false
PG0140;48100;Economy;27E;false
PG0140;52900;Economy;27H;true
PG0140;48100;Economy;28D;false
PG0140;48100;Economy;28E;false
PG0140;48100;Economy;29A;false
PG0140;48100;Economy;29D;false
PG0140;48100;Economy;29F;false
PG0140;48100;Economy;29G;false
PG0140;48100;Economy;30B;false
PG0140;48100;Economy;31B;false
PG0140;48100;Economy;31E;false
PG0140;48100;Economy;31H;false
PG0140;48100;Economy;32B;false
PG0140;48100;Economy;32E;false
PG0140;48100;Economy;33A;false
PG0140;48100;Economy;33D;false
PG0140;48100;Economy;33E;false
PG0140;48100;Economy;33F;false
PG0140;48100;Economy;33G;false
PG0140;48100;Economy;33H;false
PG0140;48100;Economy;34A;false
PG0140;48100;Economy;34B;false
PG0140;48100;Economy;34D;false
PG0140;48100;Economy;34G;false
PG0140;48100;Economy;35A;false
PG0140;48100;Economy;35D;false
PG0140;48100;Economy;36A;false
PG0140;48100;Economy;36B;false
PG0140;48100;Economy;36F;false
PG0140;48100;Economy;36G;false
PG0140;48100;Economy;37B;false
PG0140;48100;Economy;37E;false
PG0140;48100;Economy;37G;false
PG0140;48100;Economy;37H;false
PG0140;48100;Economy;38A;false
PG0140;48100;Economy;38B;false
PG0140;48100;Economy;39D;false
PG0140;48100;Economy;39E;false
PG0140;48100;Economy;39F;false
PG0140;52900;Economy;9G;true
PG0140;52900;Economy;9H;true
PG0141;144300;Business;1A;false
PG0141;144300;Business;1B;false
PG0141;144300;Business;1C;false
PG0141;144300;Business;1G;false
PG0141;144300;Business;2A;false
PG0141;144300;Business;2B;false
PG0141;144300;Business;2C;false
PG0141;144300;Business;2G;false
PG0141;144300;Business;2H;false
PG0141;144300;Business;3A;false
PG0141;144300;Business;3B;false
PG0141;144300;Business;3F;false
PG0141;144300;Business;3G;false
PG0141;144300;Business;3H;false
PG0141;144300;Business;4A;false
PG0141;144300;Business;4B;false
PG0141;144300;Business;4F;false
PG0141;144300;Business;4G;false
PG0141;144300;Business;4H;false
PG0141;144300;Business;5B;false
PG0141;144300;Business;5C;false
PG0141;144300;Business;5F;false
PG0141;144300;Business;5G;false
PG0141;144300;Business;5H;false
PG0141;48100;Economy;11A;false
PG0141;48100;Economy;11B;false
PG0141;48100;Economy;11D;false
PG0141;48100;Economy;12A;false
PG0141;48100;Economy;12B;false
PG0141;48100;Economy;12D;false
PG0141;48100;Economy;12E;false
PG0141;48100;Economy;12H;false
PG0141;48100;Economy;13A;false
PG0141;48100;Economy;13D;false
PG0141;48100;Economy;13F;false
PG0141;48100;Economy;13G;false
PG0141;48100;Economy;14A;false
PG0141;48100;Economy;14B;false
PG0141;48100;Economy;14D;false
PG0141;48100;Economy;14E;false
PG0141;48100;Economy;14F;false
PG0141;48100;Economy;14H;false
PG0141;48100;Economy;15B;false
PG0141;48100;Economy;15D;false
PG0141;48100;Economy;15E;false
PG0141;48100;Economy;15F;false
PG0141;48100;Economy;15H;false
PG0141;48100;Economy;16A;false
PG0141;48100;Economy;16D;false
PG0141;48100;Economy;16E;false
PG0141;48100;Economy;16F;false
PG0141;48100;Economy;16G;false
PG0141;48100;Economy;16H;false
PG0141;48100;Economy;17B;false
PG0141;48100;Economy;17D;false
PG0141;48100;Economy;17E;false
PG0141;48100;Economy;17H;false
PG0141;48100;Economy;18A;false
PG0141;48100;Economy;18B;false
PG0141;48100;Economy;18D;false
PG0141;48100;Economy;18E;false
PG0141;48100;Economy;18F;false
PG0141;48100;Economy;18G;false
PG0141;48100;Economy;19A;false
PG0141;48100;Economy;19B;false
PG0141;48100;Economy;19D;false
PG0141;48100;Economy;19E;false
PG0141;48100;Economy;19G;false
PG0141;48100;Economy;19H;false
PG0141;48100;Economy;20A;false
PG0141;48100;Economy;20D;false
PG0141;48100;Economy;20E;false
PG0141;48100;Economy;20F;false
PG0141;48100;Economy;20G;false
PG0141;48100;Economy;20H;false
PG0141;48100;Economy;21A;false
PG0141;48100;Economy;21B;false
PG0141;48100;Economy;22A;false
PG0141;48100;Economy;22B;false
PG0141;48100;Economy;22E;false
PG0141;48100;Economy;22F;false
PG0141;48100;Economy;23A;false
PG0141;48100;Economy;23B;false
PG0141;48100;Economy;23F;false
PG0141;48100;Economy;24A;false
PG0141;48100;Economy;24E;false
PG0141;48100;Economy;24F;false
PG0141;48100;Economy;25D;false
PG0141;48100;Economy;25E;false
PG0141;48100;Economy;25F;false
PG0141;52900;Economy;27A;true
PG0141;48100;Economy;27E;false
PG0141;48100;Economy;27F;false
PG0141;48100;Economy;28A;false
PG0141;48100;Economy;28B;false
PG0141;48100;Economy;28D;false
PG0141;48100;Economy;28E;false
PG0141;48100;Economy;28F;false
PG0141;48100;Economy;29A;false
PG0141;48100;Economy;29B;false
PG0141;48100;Economy;29F;false
PG0141;48100;Economy;29G;false
PG0141;48100;Economy;29H;false
PG0141;48100;Economy;30A;false
PG0141;48100;Economy;30B;false
PG0141;48100;Economy;30D;false
PG0141;48100;Economy;30G;false
PG0141;48100;Economy;31A;false
PG0141;48100;Economy;31B;false
PG0141;48100;Economy;31D;false
PG0141;48100;Economy;31E;false
PG0141;48100;Economy;31G;false
PG0141;48100;Economy;31H;false
PG0141;48100;Economy;32A;false
PG0141;48100;Economy;32B;false
PG0141;48100;Economy;32E;false
PG0141;48100;Economy;32F;false
PG0141;48100;Economy;32G;false
PG0141;48100;Economy;32H;false
PG0141;48100;Economy;33A;false
PG0141;48100;Economy;33B;false
PG0141;48100;Economy;33D;false
PG0141;48100;Economy;33E;false
PG0141;48100;Economy;33G;false
PG0141;48100;Economy;34A;false
PG0141;48100;Economy;34B;false
PG0141;48100;Economy;34D;false
PG0141;48100;Economy;34E;false
PG0141;48100;Economy;34G;false
PG0141;48100;Economy;34H;false
PG0141;48100;Economy;35A;false
PG0141;48100;Economy;35B;false
PG0141;48100;Economy;35D;false
PG0141;48100;Economy;35F;false
PG0141;48100;Economy;35G;false
PG0141;48100;Economy;35H;false
PG0141;48100;Economy;36A;false
PG0141;48100;Economy;36B;false
PG0141;48100;Economy;36E;false
PG0141;48100;Economy;36G;false
PG0141;48100;Economy;37B;false
PG0141;48100;Economy;37D;false
PG0141;48100;Economy;37E;false
PG0141;48100;Economy;37F;false
PG0141;48100;Economy;38A;false
PG0141;48100;Economy;38D;false
PG0141;48100;Economy;38F;false
PG0141;48100;Economy;38G;false
PG0141;48100;Economy;38H;false
PG0141;48100;Economy;39D;false
PG0141;48100;Economy;39E;false
PG0141;48100;Economy;39F;false
PG0141;52900;Economy;9A;true
PG0141;52900;Economy;9G;true
PG0141;52900;Economy;9H;true
PG0142;86800;Business;1A;false
PG0142;86800;Business;1C;false
PG0142;86800;Business;1D;false
PG0142;86800;Business;1F;false
PG0142;86800;Business;2A;false
PG0142;86800;Business;2C;false
PG0142;86800;Business;2D;false
PG0142;86800;Business;2F;false
PG0142;86800;Business;3A;false
PG0142;86800;Business;3C;false
PG0142;86800;Business;3D;false
PG0142;86800;Business;3F;false
PG0142;28900;Economy;10A;false
PG0142;28900;Economy;10C;false
PG0142;28900;Economy;10D;false
PG0142;28900;Economy;10E;false
PG0142;28900;Economy;10F;false
PG0142;28900;Economy;11A;false
PG0142;28900;Economy;11C;false
PG0142;28900;Economy;11D;false
PG0142;28900;Economy;11E;false
PG0142;28900;Economy;11F;false
PG0142;28900;Economy;12A;false
PG0142;28900;Economy;12C;false
PG0142;28900;Economy;12D;false
PG0142;28900;Economy;12E;false
PG0142;28900;Economy;12F;false
PG0142;28900;Economy;13A;false
PG0142;28900;Economy;13C;false
PG0142;28900;Economy;13D;false
PG0142;28900;Economy;13E;false
PG0142;28900;Economy;13F;false
PG0142;28900;Economy;14A;false
PG0142;28900;Economy;14C;false
PG0142;28900;Economy;14D;false
PG0142;28900;Economy;14E;false
PG0142;28900;Economy;14F;false
PG0142;28900;Economy;15A;false
PG0142;28900;Economy;15C;false
PG0142;28900;Economy;15D;false
PG0142;28900;Economy;15E;false
PG0142;28900;Economy;15F;false
PG0142;28900;Economy;16A;false
PG0142;28900;Economy;16C;false
PG0142;28900;Economy;16D;false
PG0142;28900;Economy;16E;false
PG0142;28900;Economy;16F;false
PG0142;28900;Economy;17A;false
PG0142;28900;Economy;17C;false
PG0142;28900;Economy;17D;false
PG0142;28900;Economy;17E;false
PG0142;28900;Economy;17F;false
PG0142;28900;Economy;18A;false
PG0142;28900;Economy;18C;false
PG0142;28900;Economy;18D;false
PG0142;28900;Economy;18E;false
PG0142;28900;Economy;18F;false
PG0142;28900;Economy;19A;false
PG0142;28900;Economy;19C;false
PG0142;28900;Economy;19D;false
PG0142;28900;Economy;19E;false
PG0142;28900;Economy;19F;false
PG0142;28900;Economy;20A;false
PG0142;28900;Economy;20C;false
PG0142;28900;Economy;20D;false
PG0142;28900;Economy;20E;false
PG0142;28900;Economy;20F;false
PG0142;28900;Economy;4A;false
PG0142;28900;Economy;4C;false
PG0142;28900;Economy;4D;false
PG0142;28900;Economy;4E;false
PG0142;28900;Economy;4F;false
PG0142;28900;Economy;5A;false
PG0142;28900;Economy;5C;false
PG0142;28900;Economy;5D;false
PG0142;28900;Economy;5E;false
PG0142;28900;Economy;5F;false
PG0142;31800;Economy;6A;true
PG0142;31800;Economy;6C;true
PG0142;31800;Economy;6D;true
PG0142;31800;Economy;6E;true
PG0142;31800;Economy;6F;true
PG0142;28900;Economy;7A;false
PG0142;28900;Economy;7C;false
PG0142;28900;Economy;7D;false
PG0142;28900;Economy;7E;false
PG0142;28900;Economy;7F;false
PG0142;28900;Economy;8A;false
PG0142;28900;Economy;8C;false
PG0142;28900;Economy;8D;false
PG0142;28900;Economy;8E;false
PG0142;28900;Economy;8F;false
PG0142;28900;Economy;9A;false
PG0142;28900;Economy;9C;false
PG0142;28900;Economy;9D;false
PG0142;28900;Economy;9E;false
PG0142;28900;Economy;9F;false
PG0143;86800;Business;1A;false
PG0143;86800;Business;1C;false
PG0143;86800;Business;1D;false
PG0143;86800;Business;1F;false
PG0143;86800;Business;2A;false
PG0143;86800;Business;2C;false
PG0143;86800;Business;2D;false
PG0143;86800;Business;2F;false
PG0143;86800;Business;3A;false
PG0143;86800;Business;3C;false
PG0143;86800;Business;3D;false
PG0143;86800;Business;3F;false
PG0143;28900;Economy;10A;false
PG0143;28900;Economy;10C;false
PG0143;28900;Economy;10D;false
PG0143;28900;Economy;10E;false
PG0143;28900;Economy;10F;false
PG0143;28900;Economy;11A;false
PG0143;28900;Economy;11C;false
PG0143;28900;Economy;11D;false
PG0143;28900;Economy;11E;false
PG0143;28900;Economy;11F;false
PG0143;28900;Economy;12A;false
PG0143;28900;Economy;12C;false
PG0143;28900;Economy;12D;false
PG0143;28900;Economy;12E;false
PG0143;28900;Economy;12F;false
PG0143;28900;Economy;13A;false
PG0143;28900;Economy;13C;false
PG0143;28900;Economy;13D;false
PG0143;28900;Economy;13E;false
PG0143;28900;Economy;13F;false
PG0143;28900;Economy;14A;false
PG0143;28900;Economy;14C;false
PG0143;28900;Economy;14D;false
PG0143;28900;Economy;14E;false
PG0143;28900;Economy;14F;false
PG0143;28900;Economy;15A;false
PG0143;28900;Economy;15C;false
PG0143;28900;Economy;15D;false
PG0143;28900;Economy;15E;false
PG0143;28900;Economy;15F;false
PG0143;28900;Economy;16A;false
PG0143;28900;Economy;16C;false
PG0143;28900;Economy;16D;false
PG0143;28900;Economy;16E;false
PG0143;28900;Economy;16F;false
PG0143;28900;Economy;17A;false
PG0143;28900;Economy;17C;false
PG0143;28900;Economy;17D;false
PG0143;28900;Economy;17E;false
PG0143;28900;Economy;17F;false
PG0143;28900;Economy;18A;false
PG0143;28900;Economy;18C;false
PG0143;28900;Economy;18D;false
PG0143;28900;Economy;18E;false
PG0143;28900;Economy;18F;false
PG0143;28900;Economy;19A;false
PG0143;28900;Economy;19C;false
PG0143;28900;Economy;19D;false
PG0143;28900;Economy;19E;false
PG0143;28900;Economy;19F;false
PG0143;28900;Economy;20A;false
PG0143;28900;Economy;20C;false
PG0143;28900;Economy;20D;false
PG0143;28900;Economy;20E;false
PG0143;28900;Economy;20F;false
